Country,Year,GDPPC,LifeExpectancy,Population,Region
"Macao, China",1801,992,34.7,17311,East Asia & Pacific
"Macedonia, FYR",1801,690,36.1,391865,Europe & Central Asia
Madagascar,1801,573,30.5,1543133,Sub-Saharan Africa
Malawi,1801,350,30.3,737000,Sub-Saharan Africa
Malaysia,1801,997,30.6,287000,East Asia & Pacific
Maldives,1801,843,32.647,42378,South Asia
Mali,1801,603,26.408,1403398,Sub-Saharan Africa
Malta,1801,782,28.7,134072,Europe & Central Asia
Marshall Islands,1801,539,NA,5828,East Asia & Pacific
Martinique,1801,NA,30.153,84039,America
Mauritania,1801,528,32,382696,Sub-Saharan Africa
Mauritius,1801,940,28.7,62865,Sub-Saharan Africa
Mayotte,1801,NA,32.5,8219,Sub-Saharan Africa
Mexico,1801,1379,26.9,6181708,America
"Micronesia, Fed. Sts.",1801,518,26.7,16416,East Asia & Pacific
Moldova,1801,621,33.145,712558,Europe & Central Asia
Monaco,1801,1950,NA,7789,Europe & Central Asia
Mongolia,1801,592,31.8,619000,East Asia & Pacific
Montenegro,1801,1058,35.4,126582,Europe & Central Asia
Montserrat,1801,NA,NA,5230,America
Morocco,1801,715,33.1,2503218,Middle East & North Africa
Mozambique,1801,391,30.2779866666667,1982324,Sub-Saharan Africa
Myanmar,1801,840,30.8,3506000,East Asia & Pacific
Namibia,1801,540,32.4,229000,Sub-Saharan Africa
Nauru,1801,554,NA,1834,East Asia & Pacific
Nepal,1801,654,32.8,3881000,South Asia
Netherlands,1801,4161,39.86,2254522,Europe & Central Asia
New Caledonia,1801,NA,26,29432,East Asia & Pacific
New Zealand,1801,659,34.05,100000,East Asia & Pacific
Nicaragua,1801,973,25.4,219387,America
Niger,1801,446,30.8,1244861,Sub-Saharan Africa
Nigeria,1801,853,30.4,12100855,Sub-Saharan Africa
Niue,1801,NA,NA,4538,East Asia & Pacific
Northern Mariana Islands,1801,NA,NA,3360,East Asia & Pacific
Norway,1801,1280,35.8192129050991,868570,Europe & Central Asia
Oman,1801,916,32.3,318000,Middle East & North Africa
Pakistan,1801,1021,25.8,13123633,South Asia
Palau,1801,839,NA,3875,East Asia & Pacific
Panama,1801,847,32.9,78842,America
Papua New Guinea,1801,546,31.5,754894,East Asia & Pacific
Paraguay,1801,835,35.5,143000,America
Peru,1801,1204,35.7,1314151,America
Philippines,1801,962,30.9,1894389,East Asia & Pacific
Poland,1801,1217,35.9,9508747,Europe & Central Asia
Portugal,1801,1685,35.6,3033454,Europe & Central Asia
Puerto Rico,1801,1375,30.43,155000,America
Qatar,1801,1101,30.8,14092,Middle East & North Africa
Reunion,1801,NA,33,92744,Sub-Saharan Africa
Romania,1801,816,35.7,5464085,Europe & Central Asia
Russia,1801,1432,29.5734571976521,31088398,Europe & Central Asia
Rwanda,1801,432,25,928368,Sub-Saharan Africa
St. Helena,1801,NA,NA,1997,NA
St. Kitts and Nevis,1801,1165,NA,17202,NA
St. Lucia,1801,875,28.008,24000,NA
St. Vincent and the Grenadines,1801,838,25.986,25781,NA
St.-Pierre-et-Miquelon,1801,NA,NA,1782,NA
Samoa,1801,1400,25.4,47300,East Asia & Pacific
San Marino,1801,1404,NA,5492,Europe & Central Asia
Sao Tome and Principe,1801,852,31,22731,Sub-Saharan Africa
Saudi Arabia,1801,846,32.1,2091000,Middle East & North Africa
Senegal,1801,497,25.2,1009886,Sub-Saharan Africa
Serbia,1801,1358,35.5,2147197,Europe & Central Asia
Seychelles,1801,795,37,12522,Sub-Saharan Africa
Sierra Leone,1801,734,25.1,794264,Sub-Saharan Africa
Singapore,1801,1021,29.1,30000,East Asia & Pacific
Slovak Republic,1801,1427,36.4,2140651,Europe & Central Asia
Slovenia,1801,1409,36.6,469664,Europe & Central Asia
Solomon Islands,1801,363,25.1,56998,East Asia & Pacific
Somalia,1801,694,29.4,991488,Sub-Saharan Africa
South Africa,1801,1480,33.5,1440820,Sub-Saharan Africa
Spain,1801,1518,29.5,11549294,Europe & Central Asia
Sri Lanka,1801,898,32.6,1213000,South Asia
Sudan,1801,518,31.4,3994154,Sub-Saharan Africa
Suriname,1801,1637,32.9,80721,America
Swaziland,1801,490,32.3,86000,Sub-Saharan Africa
Sweden,1801,1402,36.9,2354189,Europe & Central Asia
Switzerland,1801,2701,38,1826051,Europe & Central Asia
Syria,1801,1081,31.1,1337000,Middle East & North Africa
Tajikistan,1801,557,24.235,466629,Europe & Central Asia
Tanzania,1801,562,32.2,3019768,Sub-Saharan Africa
Thailand,1801,932,30.4,4665000,East Asia & Pacific
Timor-Leste,1801,522,28.949,137262,East Asia & Pacific
Togo,1801,683,31.3,445985,Sub-Saharan Africa
Tokelau,1801,NA,NA,1009,East Asia & Pacific
Tonga,1801,663,28.2,18658,East Asia & Pacific
Trinidad and Tobago,1801,1230,32.9,60000,America
Tunisia,1801,716,28.8,862029,Middle East & North Africa
Turkey,1801,1221,35,9773456,Europe & Central Asia
Turkmenistan,1801,944,24,367215,Europe & Central Asia
Turks and Caicos Islands,1801,487,NA,3296,America
Tuvalu,1801,719,NA,2499,East Asia & Pacific
Uganda,1801,464,25.3,2101397,Sub-Saharan Africa
Ukraine,1801,764,36.6,11215490,Europe & Central Asia
United Arab Emirates,1801,1001,30.7,40153,Middle East & North Africa
United Kingdom,1801,3439,37.350823662041,12327466,Europe & Central Asia
United States,1801,2168,39.41,6801854,America
Uruguay,1801,1758,32.9,55000,America
Uzbekistan,1801,502,26.926,1919159,Europe & Central Asia
Wallis et Futuna,1801,NA,NA,3721,East Asia & Pacific
Vanuatu,1801,586,24.3,27791,East Asia & Pacific
Venezuela,1801,682,32.2,718000,America
West Bank and Gaza,1801,1221,32.1,165944,Middle East & North Africa
Western Sahara,1801,NA,34.753,2788,Middle East & North Africa
Vietnam,1801,861,32,6551000,East Asia & Pacific
Virgin Islands (U.S.),1801,NA,33.403,40000,America
Yemen,1801,879,23.387,2593000,NA
Zambia,1801,665,32.6,747000,Sub-Saharan Africa
Zimbabwe,1801,870,33.7,1085814,Sub-Saharan Africa
South Sudan,1801,507,26.665,1027378,Sub-Saharan Africa
Afghanistan,1802,603,28.1905066666667,3280000,South Asia
Albania,1802,668,35.4,410445,Europe & Central Asia
Algeria,1802,717,28.8224,2503218,Middle East & North Africa
American Samoa,1802,NA,NA,8170,East Asia & Pacific
Andorra,1802,1201,NA,2654,Europe & Central Asia
Angola,1802,623,26.98,1567028,Sub-Saharan Africa
Anguilla,1802,NA,NA,2025,America
Antigua and Barbuda,1802,757,33.536,37000,America
Argentina,1802,1508,33.2,534000,America
Armenia,1802,514,33.995,413326,Europe & Central Asia
Aruba,1802,833,34.419,19286,America
Australia,1802,818,34.05,351014,East Asia & Pacific
Austria,1802,1863,34.4,3205587,Europe & Central Asia
Azerbaijan,1802,775,29.165,879960,Europe & Central Asia
Bahamas,1802,1445,35.179,27350,America
Bahrain,1802,1246,30.3,64474,Middle East & North Africa
Bangladesh,1802,876,25.5,19227358,South Asia
Barbados,1802,914,32.124,81729,America
Belarus,1802,608,36.2,2355081,Europe & Central Asia
Belgium,1802,2413,40.0160975609756,3138137,Europe & Central Asia
Belize,1802,579,26.5,25526,America
Benin,1802,597,31,636559,Sub-Saharan Africa
Bermuda,1802,1228,NA,9692,America
Bhutan,1802,630,28.799,89989,South Asia
Bolivia,1802,854,33,1100000,America
Bosnia and Herzegovina,1802,669,35.1,851806,Europe & Central Asia
Botswana,1802,397,33.6,121000,Sub-Saharan Africa
Brazil,1802,1109,31.9996133333333,3639636,America
British Virgin Islands,1802,NA,NA,6700,America
Brunei,1802,1512,29.2,2128,East Asia & Pacific
Bulgaria,1802,1089,35.888,1992320,Europe & Central Asia
Burkina Faso,1802,480,29.2,1665421,Sub-Saharan Africa
Burundi,1802,419,31.5,899097,Sub-Saharan Africa
Cambodia,1802,904,35,2090000,East Asia & Pacific
Cameroon,1802,626,28.75,1860054,Sub-Saharan Africa
Canada,1802,1330,39.0029935483871,645526,America
Cape Verde,1802,529,33.8,55716,Sub-Saharan Africa
Cayman Islands,1802,1039,NA,2439,America
Central African Republic,1802,424,30,479444,NA
Chad,1802,418,30.9,1432000,Sub-Saharan Africa
Channel Islands,1802,NA,NA,43908,Europe & Central Asia
Chile,1802,1027,32,771447,America
China,1802,985,32,321675013,East Asia & Pacific
Colombia,1802,963,32,1206000,America
Comoros,1802,697,32.1,56346,Sub-Saharan Africa
"Congo, Dem. Rep.",1802,489,31.6,5163819,Sub-Saharan Africa
"Congo, Rep.",1802,578,32.7,314465,Sub-Saharan Africa
Cook Is,1802,NA,NA,16136,NA
Costa Rica,1802,775,30.2147,51987,America
Cote d'Ivoire,1802,819,31.156,1088530,Sub-Saharan Africa
Croatia,1802,NA,36.1,1227886,Europe & Central Asia
Cuba,1802,884,32.45,345043,America
Cyprus,1802,854,38.5002526315789,184392,Europe & Central Asia
Czech Republic,1802,1916,34.9544,5516349,NA
Denmark,1802,2020,44.3729508914885,1062514,Europe & Central Asia
Djibouti,1802,757,29.9,22848,Middle East & North Africa
Dominica,1802,663,NA,19950,America
Dominican Republic,1802,667,29.9,89000,NA
Ecuador,1802,529,32.9,500000,America
Egypt,1802,791,33,4243515,Middle East & North Africa
El Salvador,1802,975,28.7,248000,America
Equatorial Guinea,1802,357,29.8,80377,Sub-Saharan Africa
Eritrea,1802,532,30.2,205010,Sub-Saharan Africa
Estonia,1802,940,35.2581777287136,334136,Europe & Central Asia
Ethiopia,1802,523,29.7,2948990,Sub-Saharan Africa
Faeroe Islands,1802,NA,NA,13537,Europe & Central Asia
Falkland Is (Malvinas),1802,NA,NA,100,NA
Fiji,1802,785,26.1,130533,East Asia & Pacific
Finland,1802,1248,39.1983277894705,977662,Europe & Central Asia
France,1802,1810,34.3799930807273,29355111,Europe & Central Asia
French Guiana,1802,NA,30.5,9899,America
French Polynesia,1802,NA,25.6,62530,East Asia & Pacific
Gabon,1802,390,30.6,158227,Sub-Saharan Africa
Gambia,1802,814,28.8,103274,Sub-Saharan Africa
Georgia,1802,543,31.871,1072178,Europe & Central Asia
Germany,1802,1663,38.37,22886919,Europe & Central Asia
Ghana,1802,697,28,2016034,Sub-Saharan Africa
Gibraltar,1802,NA,NA,9873,Europe & Central Asia
Greece,1802,1376,36.6,2151155,Europe & Central Asia
Greenland,1802,393,33.8670062384294,9584,Europe & Central Asia
Grenada,1802,959,31.4,29409,America
Guadeloupe,1802,NA,27.655,80726,America
Guam,1802,NA,27.5,6053,East Asia & Pacific
Guatemala,1802,857,25.80032,458965,America
Guinea,1802,450,29.5206896551724,983959,Sub-Saharan Africa
Guinea-Bissau,1802,777,32,218167,Sub-Saharan Africa
Guyana,1802,1214,31.12,166034,America
Haiti,1802,634,29,723000,America
Holy See,1802,NA,NA,905,Europe & Central Asia
Honduras,1802,675,33.9,126118,America
"Hong Kong, China",1802,1007,34.9,20000,East Asia & Pacific
Hungary,1802,1250,36,3499771,Europe & Central Asia
Iceland,1802,927,27.6218807423315,61428,Europe & Central Asia
India,1802,1052,25,168574895,South Asia
Indonesia,1802,995,30,16108545,East Asia & Pacific
Iran,1802,977,25.6,6269721,Middle East & North Africa
Iraq,1802,970,31.2,1076920,Middle East & North Africa
Ireland,1802,1447,38.3,4064749,Europe & Central Asia
Isle of Man,1802,NA,NA,23533,Europe & Central Asia
Israel,1802,880,32,209954,Middle East & North Africa
Italy,1802,2268,29.69,18822234,Europe & Central Asia
Jamaica,1802,1171,34.2,401000,America
Japan,1802,1053,36.4007950769231,30294378,East Asia & Pacific
Jordan,1802,977,31.7,217000,Middle East & North Africa
Kazakhstan,1802,1142,26.2,2041282,Europe & Central Asia
Kenya,1802,859,25.5,2574000,Sub-Saharan Africa
Kiribati,1802,552,24.9,17876,East Asia & Pacific
North Korea,1802,578,26,4345000,NA
South Korea,1802,575,25.8,9395000,NA
Kuwait,1802,1105,26,81280,Middle East & North Africa
Kyrgyz Republic,1802,508,23.941,530343,NA
Lao,1802,865,31.9,470000,NA
Latvia,1802,753,33,590588,Europe & Central Asia
Lebanon,1802,1083,29.7,332000,Middle East & North Africa
Lesotho,1802,394,32.8,276361,Sub-Saharan Africa
Liberia,1802,797,31.1,313543,Sub-Saharan Africa
Libya,1802,1050,33.1,531472,Middle East & North Africa
Liechtenstein,1802,NA,NA,5802,Europe & Central Asia
Lithuania,1802,1273,28.9,778655,Europe & Central Asia
Luxembourg,1802,1453,36.9,127030,Europe & Central Asia
"Macao, China",1802,993,34.7,17311,East Asia & Pacific
"Macedonia, FYR",1802,690,36.1,391865,Europe & Central Asia
Madagascar,1802,573,30.5,1543133,Sub-Saharan Africa
Malawi,1802,350,30.3,737000,Sub-Saharan Africa
Malaysia,1802,998,30.6,287000,East Asia & Pacific
Maldives,1802,843,32.647,42378,South Asia
Mali,1802,603,26.408,1403398,Sub-Saharan Africa
Malta,1802,782,28.7,134072,Europe & Central Asia
Marshall Islands,1802,540,NA,5828,East Asia & Pacific
Martinique,1802,NA,30.153,84039,America
Mauritania,1802,528,32,382696,Sub-Saharan Africa
Mauritius,1802,940,28.7,62865,Sub-Saharan Africa
Mayotte,1802,NA,32.5,8219,Sub-Saharan Africa
Mexico,1802,1379,26.9,6181708,America
"Micronesia, Fed. Sts.",1802,518,26.7,16416,East Asia & Pacific
Moldova,1802,621,33.145,712558,Europe & Central Asia
Monaco,1802,1953,NA,7789,Europe & Central Asia
Mongolia,1802,592,31.8,619000,East Asia & Pacific
Montenegro,1802,1058,35.4,126582,Europe & Central Asia
Montserrat,1802,NA,NA,5230,America
Morocco,1802,715,33.1,2503218,Middle East & North Africa
Mozambique,1802,391,30.2779733333333,1982324,Sub-Saharan Africa
Myanmar,1802,840,30.8,3506000,East Asia & Pacific
Namibia,1802,540,32.4,229000,Sub-Saharan Africa
Nauru,1802,554,NA,1834,East Asia & Pacific
Nepal,1802,654,32.8,3881000,South Asia
Netherlands,1802,4391,39.86,2254522,Europe & Central Asia
New Caledonia,1802,NA,26,29432,East Asia & Pacific
New Zealand,1802,659,34.05,100000,East Asia & Pacific
Nicaragua,1802,973,25.4,219387,America
Niger,1802,446,30.8,1244861,Sub-Saharan Africa
Nigeria,1802,854,30.4,12100855,Sub-Saharan Africa
Niue,1802,NA,NA,4538,East Asia & Pacific
Northern Mariana Islands,1802,NA,NA,3360,East Asia & Pacific
Norway,1802,1282,38.370401710943,868570,Europe & Central Asia
Oman,1802,916,32.3,318000,Middle East & North Africa
Pakistan,1802,1021,25.8,13123633,South Asia
Palau,1802,839,NA,3875,East Asia & Pacific
Panama,1802,847,32.9,78842,America
Papua New Guinea,1802,546,31.5,754894,East Asia & Pacific
Paraguay,1802,835,35.5,143000,America
Peru,1802,1204,35.7,1314151,America
Philippines,1802,962,30.9,1894389,East Asia & Pacific
Poland,1802,1222,35.9,9508747,Europe & Central Asia
Portugal,1802,1685,35.6,3033454,Europe & Central Asia
Puerto Rico,1802,1376,30.43,155000,America
Qatar,1802,1105,30.8,14092,Middle East & North Africa
Reunion,1802,NA,33,92744,Sub-Saharan Africa
Romania,1802,816,35.7,5464085,Europe & Central Asia
Russia,1802,1433,29.5734571976521,31088398,Europe & Central Asia
Rwanda,1802,432,25,928368,Sub-Saharan Africa
St. Helena,1802,NA,NA,1997,NA
St. Kitts and Nevis,1802,1165,NA,17202,NA
St. Lucia,1802,875,28.008,24000,NA
St. Vincent and the Grenadines,1802,838,25.986,25781,NA
St.-Pierre-et-Miquelon,1802,NA,NA,1782,NA
Samoa,1802,1401,25.4,47300,East Asia & Pacific
San Marino,1802,1406,NA,5492,Europe & Central Asia
Sao Tome and Principe,1802,853,31,22731,Sub-Saharan Africa
Saudi Arabia,1802,847,32.1,2091000,Middle East & North Africa
Senegal,1802,497,25.2,1009886,Sub-Saharan Africa
Serbia,1802,1358,35.5,2147197,Europe & Central Asia
Seychelles,1802,798,37,12522,Sub-Saharan Africa
Sierra Leone,1802,734,25.1,794264,Sub-Saharan Africa
Singapore,1802,1022,29.1,30000,East Asia & Pacific
Slovak Republic,1802,1427,36.4,2140651,Europe & Central Asia
Slovenia,1802,1409,36.6,469664,Europe & Central Asia
Solomon Islands,1802,363,25.1,56998,East Asia & Pacific
Somalia,1802,695,29.4,991488,Sub-Saharan Africa
South Africa,1802,1480,33.5,1440820,Sub-Saharan Africa
Spain,1802,1518,29.5,11549294,Europe & Central Asia
Sri Lanka,1802,898,32.6,1213000,South Asia
Sudan,1802,518,31.4,3994154,Sub-Saharan Africa
Suriname,1802,1637,32.9,80721,America
Swaziland,1802,490,32.3,86000,Sub-Saharan Africa
Sweden,1802,1467,40.2,2354189,Europe & Central Asia
Switzerland,1802,2702,38,1826051,Europe & Central Asia
Syria,1802,1081,31.1,1337000,Middle East & North Africa
Tajikistan,1802,557,24.235,466629,Europe & Central Asia
Tanzania,1802,562,32.2,3019768,Sub-Saharan Africa
Thailand,1802,932,30.4,4665000,East Asia & Pacific
Timor-Leste,1802,523,28.949,137262,East Asia & Pacific
Togo,1802,683,31.3,445985,Sub-Saharan Africa
Tokelau,1802,NA,NA,1009,East Asia & Pacific
Tonga,1802,663,28.2,18658,East Asia & Pacific
Trinidad and Tobago,1802,1231,32.9,60000,America
Tunisia,1802,716,28.8,862029,Middle East & North Africa
Turkey,1802,1222,35,9773456,Europe & Central Asia
Turkmenistan,1802,945,24,367215,Europe & Central Asia
Turks and Caicos Islands,1802,487,NA,3296,America
Tuvalu,1802,719,NA,2499,East Asia & Pacific
Uganda,1802,464,25.3,2101397,Sub-Saharan Africa
Ukraine,1802,765,36.6,11215490,Europe & Central Asia
United Arab Emirates,1802,1005,30.7,40153,Middle East & North Africa
United Kingdom,1802,3450,38.6155999169498,12327466,Europe & Central Asia
United States,1802,2203,39.41,6801854,America
Uruguay,1802,1758,32.9,55000,America
Uzbekistan,1802,502,26.926,1919159,Europe & Central Asia
Wallis et Futuna,1802,NA,NA,3721,East Asia & Pacific
Vanuatu,1802,586,24.3,27791,East Asia & Pacific
Venezuela,1802,682,32.2,718000,America
West Bank and Gaza,1802,1221,32.1,165944,Middle East & North Africa
Western Sahara,1802,NA,34.753,2788,Middle East & North Africa
Vietnam,1802,861,32,6551000,East Asia & Pacific
Virgin Islands (U.S.),1802,NA,33.403,40000,America
Yemen,1802,882,23.387,2593000,NA
Zambia,1802,667,32.6,747000,Sub-Saharan Africa
Zimbabwe,1802,871,33.7,1085814,Sub-Saharan Africa
South Sudan,1802,507,26.665,1027378,Sub-Saharan Africa
Afghanistan,1803,603,28.18026,3280000,South Asia
Albania,1803,668,35.4,410445,Europe & Central Asia
Algeria,1803,718,28.8224,2503218,Middle East & North Africa
American Samoa,1803,NA,NA,8170,East Asia & Pacific
Andorra,1803,1204,NA,2654,Europe & Central Asia
Angola,1803,626,26.98,1567028,Sub-Saharan Africa
Anguilla,1803,NA,NA,2025,America
Antigua and Barbuda,1803,757,33.536,37000,America
Argentina,1803,1508,33.2,534000,America
Armenia,1803,514,33.995,413326,Europe & Central Asia
Aruba,1803,833,34.419,19286,America
Australia,1803,820,34.05,351014,East Asia & Pacific
Austria,1803,1870,34.4,3205587,Europe & Central Asia
Azerbaijan,1803,775,29.165,879960,Europe & Central Asia
Bahamas,1803,1446,35.179,27350,America
Bahrain,1803,1251,30.3,64474,Middle East & North Africa
Bangladesh,1803,876,25.5,19227358,South Asia
Barbados,1803,914,32.124,81729,America
Belarus,1803,609,36.2,2355081,Europe & Central Asia
Belgium,1803,2413,40.0241463414634,3138137,Europe & Central Asia
Belize,1803,579,26.5,25526,America
Benin,1803,597,31,636559,Sub-Saharan Africa
Bermuda,1803,1228,NA,9692,America
Bhutan,1803,630,28.799,89989,South Asia
Bolivia,1803,854,33,1100000,America
Bosnia and Herzegovina,1803,669,35.1,851806,Europe & Central Asia
Botswana,1803,397,33.6,121000,Sub-Saharan Africa
Brazil,1803,1109,31.99942,3639636,America
British Virgin Islands,1803,NA,NA,6700,America
Brunei,1803,1513,29.2,2128,East Asia & Pacific
Bulgaria,1803,1089,35.932,1992320,Europe & Central Asia
Burkina Faso,1803,480,29.2,1665421,Sub-Saharan Africa
Burundi,1803,419,31.5,899097,Sub-Saharan Africa
Cambodia,1803,904,35,2090000,East Asia & Pacific
Cameroon,1803,626,28.75,1860054,Sub-Saharan Africa
Canada,1803,1339,39.0044903225806,645526,America
Cape Verde,1803,529,33.8,55716,Sub-Saharan Africa
Cayman Islands,1803,1039,NA,2439,America
Central African Republic,1803,424,30,479444,NA
Chad,1803,418,30.9,1432000,Sub-Saharan Africa
Channel Islands,1803,NA,NA,43908,Europe & Central Asia
Chile,1803,1027,32,771447,America
China,1803,985,32,321675013,East Asia & Pacific
Colombia,1803,963,32,1206000,America
Comoros,1803,698,32.1,56346,Sub-Saharan Africa
"Congo, Dem. Rep.",1803,491,31.6,5163819,Sub-Saharan Africa
"Congo, Rep.",1803,580,32.7,314465,Sub-Saharan Africa
Cook Is,1803,NA,NA,16136,NA
Costa Rica,1803,775,30.2147,51987,America
Cote d'Ivoire,1803,822,31.156,1088530,Sub-Saharan Africa
Croatia,1803,NA,36.1,1227886,Europe & Central Asia
Cuba,1803,895,32.575,345043,America
Cyprus,1803,854,38.5003789473684,184392,Europe & Central Asia
Czech Republic,1803,1916,34.9544,5516349,NA
Denmark,1803,2024,44.8441860194155,1062514,Europe & Central Asia
Djibouti,1803,759,29.9,22848,Middle East & North Africa
Dominica,1803,663,NA,19950,America
Dominican Republic,1803,667,29.9,89000,NA
Ecuador,1803,529,32.9,500000,America
Egypt,1803,791,33,4243515,Middle East & North Africa
El Salvador,1803,975,28.7,248000,America
Equatorial Guinea,1803,357,29.8,80377,Sub-Saharan Africa
Eritrea,1803,532,30.2,205010,Sub-Saharan Africa
Estonia,1803,941,34.8162828792016,334136,Europe & Central Asia
Ethiopia,1803,523,29.7,2948990,Sub-Saharan Africa
Faeroe Islands,1803,NA,NA,13537,Europe & Central Asia
Falkland Is (Malvinas),1803,NA,NA,100,NA
Fiji,1803,785,26.1,130533,East Asia & Pacific
Finland,1803,1251,28.5273006067005,977662,Europe & Central Asia
France,1803,1813,30.642621112508,29355111,Europe & Central Asia
French Guiana,1803,NA,30.5,9899,America
French Polynesia,1803,NA,25.6,62530,East Asia & Pacific
Gabon,1803,390,30.6,158227,Sub-Saharan Africa
Gambia,1803,814,28.8,103274,Sub-Saharan Africa
Georgia,1803,543,31.871,1072178,Europe & Central Asia
Germany,1803,1674,38.37,22886919,Europe & Central Asia
Ghana,1803,698,28,2016034,Sub-Saharan Africa
Gibraltar,1803,NA,NA,9873,Europe & Central Asia
Greece,1803,1378,36.6,2151155,Europe & Central Asia
Greenland,1803,393,33.8670093576442,9584,Europe & Central Asia
Grenada,1803,959,31.4,29409,America
Guadeloupe,1803,NA,27.655,80726,America
Guam,1803,NA,27.5,6053,East Asia & Pacific
Guatemala,1803,857,25.80048,458965,America
Guinea,1803,450,29.5310344827586,983959,Sub-Saharan Africa
Guinea-Bissau,1803,777,32,218167,Sub-Saharan Africa
Guyana,1803,1215,31.12,166034,America
Haiti,1803,634,29,723000,America
Holy See,1803,NA,NA,905,Europe & Central Asia
Honduras,1803,675,33.9,126118,America
"Hong Kong, China",1803,1007,34.9,20000,East Asia & Pacific
Hungary,1803,1250,36,3499771,Europe & Central Asia
Iceland,1803,927,19.5958984023553,61428,Europe & Central Asia
India,1803,1052,24,168574895,South Asia
Indonesia,1803,995,30,16108545,East Asia & Pacific
Iran,1803,977,25.6,6269721,Middle East & North Africa
Iraq,1803,970,31.2,1076920,Middle East & North Africa
Ireland,1803,1448,38.3,4064749,Europe & Central Asia
Isle of Man,1803,NA,NA,23533,Europe & Central Asia
Israel,1803,880,32,209954,Middle East & North Africa
Italy,1803,2333,29.69,18822234,Europe & Central Asia
Jamaica,1803,1171,34.2,401000,America
Japan,1803,1054,36.4011926153846,30294378,East Asia & Pacific
Jordan,1803,977,31.7,217000,Middle East & North Africa
Kazakhstan,1803,1144,26.2,2041282,Europe & Central Asia
Kenya,1803,862,25.5,2574000,Sub-Saharan Africa
Kiribati,1803,552,24.9,17876,East Asia & Pacific
North Korea,1803,577,26,4345000,NA
South Korea,1803,574,25.8,9395000,NA
Kuwait,1803,1110,26,81280,Middle East & North Africa
Kyrgyz Republic,1803,508,23.941,530343,NA
Lao,1803,865,31.9,470000,NA
Latvia,1803,754,33,590588,Europe & Central Asia
Lebanon,1803,1084,29.7,332000,Middle East & North Africa
Lesotho,1803,394,32.8,276361,Sub-Saharan Africa
Liberia,1803,797,31.1,313543,Sub-Saharan Africa
Libya,1803,1050,33.1,531472,Middle East & North Africa
Liechtenstein,1803,NA,NA,5802,Europe & Central Asia
Lithuania,1803,1274,28.9,778655,Europe & Central Asia
Luxembourg,1803,1453,36.9,127030,Europe & Central Asia
"Macao, China",1803,993,34.7,17311,East Asia & Pacific
"Macedonia, FYR",1803,690,36.1,391865,Europe & Central Asia
Madagascar,1803,573,30.5,1543133,Sub-Saharan Africa
Malawi,1803,350,30.3,737000,Sub-Saharan Africa
Malaysia,1803,998,30.6,287000,East Asia & Pacific
Maldives,1803,843,32.647,42378,South Asia
Mali,1803,603,26.408,1403398,Sub-Saharan Africa
Malta,1803,782,28.7,134072,Europe & Central Asia
Marshall Islands,1803,540,NA,5828,East Asia & Pacific
Martinique,1803,NA,30.153,84039,America
Mauritania,1803,528,32,382696,Sub-Saharan Africa
Mauritius,1803,940,28.7,62865,Sub-Saharan Africa
Mayotte,1803,NA,32.5,8219,Sub-Saharan Africa
Mexico,1803,1380,26.9,6181708,America
"Micronesia, Fed. Sts.",1803,519,26.7,16416,East Asia & Pacific
Moldova,1803,621,33.145,712558,Europe & Central Asia
Monaco,1803,1955,NA,7789,Europe & Central Asia
Mongolia,1803,592,31.8,619000,East Asia & Pacific
Montenegro,1803,1058,35.4,126582,Europe & Central Asia
Montserrat,1803,NA,NA,5230,America
Morocco,1803,715,33.1,2503218,Middle East & North Africa
Mozambique,1803,391,30.27796,1982324,Sub-Saharan Africa
Myanmar,1803,840,30.8,3506000,East Asia & Pacific
Namibia,1803,540,32.4,229000,Sub-Saharan Africa
Nauru,1803,554,NA,1834,East Asia & Pacific
Nepal,1803,654,32.8,3881000,South Asia
Netherlands,1803,4297,39.86,2254522,Europe & Central Asia
New Caledonia,1803,NA,26,29432,East Asia & Pacific
New Zealand,1803,659,34.05,100000,East Asia & Pacific
Nicaragua,1803,974,25.4,219387,America
Niger,1803,446,30.8,1244861,Sub-Saharan Africa
Nigeria,1803,856,30.4,12100855,Sub-Saharan Africa
Niue,1803,NA,NA,4538,East Asia & Pacific
Northern Mariana Islands,1803,NA,NA,3360,East Asia & Pacific
Norway,1803,1284,38.7171767138647,868570,Europe & Central Asia
Oman,1803,916,32.3,318000,Middle East & North Africa
Pakistan,1803,1021,25.8,13123633,South Asia
Palau,1803,839,NA,3875,East Asia & Pacific
Panama,1803,847,32.9,78842,America
Papua New Guinea,1803,546,31.5,754894,East Asia & Pacific
Paraguay,1803,835,35.5,143000,America
Peru,1803,1204,35.7,1314151,America
Philippines,1803,963,30.9,1894389,East Asia & Pacific
Poland,1803,1227,35.9,9508747,Europe & Central Asia
Portugal,1803,1685,35.6,3033454,Europe & Central Asia
Puerto Rico,1803,1376,30.43,155000,America
Qatar,1803,1110,30.8,14092,Middle East & North Africa
Reunion,1803,NA,33,92744,Sub-Saharan Africa
Romania,1803,816,35.7,5464085,Europe & Central Asia
Russia,1803,1435,29.5734571976521,31088398,Europe & Central Asia
Rwanda,1803,433,31.8,928368,Sub-Saharan Africa
St. Helena,1803,NA,NA,1997,NA
St. Kitts and Nevis,1803,1165,NA,17202,NA
St. Lucia,1803,875,28.008,24000,NA
St. Vincent and the Grenadines,1803,838,25.986,25781,NA
St.-Pierre-et-Miquelon,1803,NA,NA,1782,NA
